1;1;5500000000.0;-72.25
2;1;5500000000.0;-73.41
3;1;5500000000.0;-72.67
4;1;5500000000.0;-72.10
5;1;5500000000.0;-70.81
6;1;5500000000.0;-74.13
7;1;5500000000.0;-69.49
8;1;5500000000.0;-73.20
9;1;5500000000.0;-73.12
10;1;5500000000.0;-71.07
11;1;5500000000.0;-71.29
12;1;5500000000.0;-71.50
13;1;5500000000.0;-72.32
14;1;5500000000.0;-72.09
15;1;5500000000.0;-69.70
16;1;5500000000.0;-75.30
17;1;5500000000.0;-71.17
18;1;5500000000.0;-73.81
19;1;5500000000.0;-72.87
20;1;5500000000.0;-72.37
21;1;5500000000.0;-71.74
22;1;5500000000.0;-66.10
23;1;5500000000.0;-71.34
24;1;5500000000.0;-66.53
25;1;5500000000.0;-68.33
26;1;5500000000.0;-68.05
27;1;5500000000.0;-69.85
1;2;5500000000.0;-66.89
2;2;5500000000.0;-68.83
3;2;5500000000.0;-66.53
4;2;5500000000.0;-67.09
5;2;5500000000.0;-59.96
6;2;5500000000.0;-64.97
7;2;5500000000.0;-67.48
8;2;5500000000.0;-67.79
9;2;5500000000.0;-65.43
10;2;5500000000.0;-66.33
11;2;5500000000.0;-67.65
12;2;5500000000.0;-67.26
13;2;5500000000.0;-68.88
14;2;5500000000.0;-68.61
15;2;5500000000.0;-60.35
16;2;5500000000.0;-66.07
17;2;5500000000.0;-60.41
18;2;5500000000.0;-68.35
19;2;5500000000.0;-67.13
20;2;5500000000.0;-68.13
21;2;5500000000.0;-66.81
22;2;5500000000.0;-64.36
23;2;5500000000.0;-65.99
24;2;5500000000.0;-67.78
25;2;5500000000.0;-67.09
26;2;5500000000.0;-66.23
27;2;5500000000.0;-62.48
1;3;5500000000.0;-74.13
2;3;5500000000.0;-73.86
3;3;5500000000.0;-75.13
4;3;5500000000.0;-75.02
5;3;5500000000.0;-73.91
6;3;5500000000.0;-73.64
7;3;5500000000.0;-71.48
8;3;5500000000.0;-75.81
9;3;5500000000.0;-74.14
10;3;5500000000.0;-73.90
11;3;5500000000.0;-73.73
12;3;5500000000.0;-73.34
13;3;5500000000.0;-72.70
14;3;5500000000.0;-73.50
15;3;5500000000.0;-78.32
16;3;5500000000.0;-70.70
17;3;5500000000.0;-74.21
18;3;5500000000.0;-72.68
19;3;5500000000.0;-72.28
20;3;5500000000.0;-75.34
21;3;5500000000.0;-73.77
22;3;5500000000.0;-70.35
23;3;5500000000.0;-73.45
24;3;5500000000.0;-69.45
25;3;5500000000.0;-72.11
26;3;5500000000.0;-65.07
27;3;5500000000.0;-73.95
1;4;5500000000.0;-71.41
2;4;5500000000.0;-71.54
3;4;5500000000.0;-71.36
4;4;5500000000.0;-72.44
5;4;5500000000.0;-70.63
6;4;5500000000.0;-72.34
7;4;5500000000.0;-71.47
8;4;5500000000.0;-72.44
9;4;5500000000.0;-71.04
10;4;5500000000.0;-72.11
11;4;5500000000.0;-71.33
12;4;5500000000.0;-71.29
