pattern;avg_power
1;-78.286
2;-79.6
3;-78.36
4;-77.98400000000001
5;-74.342
6;-79.146
7;-82.096
8;-80.884
9;-79.47999999999999
10;-77.71799999999999
11;-78.688
12;-79.864
13;-77.934
14;-79.30199999999999
15;-82.40799999999999
16;-78.776
17;-80.95
18;-78.186
19;-82.05199999999999
20;-80.654
21;-79.964
22;-79.042
23;-78.946
24;-76.332
25;-78.99600000000001
26;-81.644
27;-76.01599999999999
