pattern;avg_power
1;-76.458
2;-78.826
3;-78.628
4;-79.002
5;-81.086
6;-81.59
7;-70.85
8;-67.876
9;-78.08599999999998
10;-78.91
11;-78.724
12;-80.99600000000001
13;-80.986
14;-77.78999999999999
15;-78.47999999999999
16;-78.542
17;-79.40599999999999
18;-82.15599999999999
19;-77.436
20;-78.942
21;-80.042
22;-78.042
23;-79.224
24;-81.744
25;-78.898
26;-81.61600000000001
27;-78.966
