pattern;avg_power
1;-77.924
2;-76.374
3;-76.806
4;-75.578
5;-77.06
6;-76.78
7;-76.476
8;-77.458
9;-79.41799999999999
10;-80.714
11;-78.362
12;-79.43199999999999
13;-78.638
14;-78.182
15;-77.122
16;-80.272
17;-68.244
18;-70.686
19;-77.828
20;-77.566
21;-78.26599999999999
22;-77.61600000000001
23;-78.00399999999999
24;-78.862
25;-74.15599999999999
26;-76.87
27;-74.89200000000001
