pattern;avg_power
1;-63.58
2;-69.4
3;-64.738
4;-65.97
5;-66.418
6;-68.764
7;-66.814
8;-67.526
9;-67.2
10;-68.422
11;-65.65599999999999
12;-64.72200000000001
13;-67.086
14;-69.22
15;-67.078
16;-65.48400000000001
17;-59.029999999999994
18;-60.016
19;-64.676
20;-66.25
21;-68.11
22;-67.586
23;-68.29400000000001
24;-64.85
25;-67.488
26;-61.946000000000005
27;-63.513999999999996
