pattern;avg_power
1;-76.31
2;-76.994
3;-75.69200000000001
4;-74.554
5;-75.814
6;-75.494
7;-75.968
8;-73.11
9;-76.798
10;-76.696
11;-75.656
12;-77.834
13;-77.19200000000001
14;-76.656
15;-76.024
16;-75.372
17;-75.824
18;-75.564
19;-76.462
20;-75.94
21;-76.888
22;-77.06
23;-76.538
24;-78.678
25;-76.11800000000001
26;-75.47999999999999
27;-75.688
