86.4;1;3;Only first element turn on;5500000000.0;-55.29
88.2;1;1;All elements turn off;5500000000.0;-53.26
88.2;1;2;All elements turn on;5500000000.0;-51.92
88.2;1;3;Only first element turn on;5500000000.0;-53.38
90.0;1;1;All elements turn off;5500000000.0;-52.84
90.0;1;2;All elements turn on;5500000000.0;-50.57
90.0;1;3;Only first element turn on;5500000000.0;-53.21
0.0;1;1;All elements turn off;5500000000.0;-72.33
0.0;1;2;All elements turn on;5500000000.0;-72.41
0.0;1;8;Lower half on;5500000000.0;-70.83
0.0;1;17;Thicker vertical strips [11110000];5500000000.0;-70.28
0.0;1;19;Thick horizontal strips [1100];5500000000.0;-71.81
0.0;1;20;Thick horizontal strips [0011];5500000000.0;-71.43
1.8;1;1;All elements turn off;5500000000.0;-72.64
1.8;1;2;All elements turn on;5500000000.0;-70.15
1.8;1;8;Lower half on;5500000000.0;-70.98
1.8;1;17;Thicker vertical strips [11110000];5500000000.0;-70.22
1.8;1;19;Thick horizontal strips [1100];5500000000.0;-71.71
1.8;1;20;Thick horizontal strips [0011];5500000000.0;-71.19
3.6;1;1;All elements turn off;5500000000.0;-73.47
3.6;1;2;All elements turn on;5500000000.0;-70.56
3.6;1;8;Lower half on;5500000000.0;-71.34
3.6;1;17;Thicker vertical strips [11110000];5500000000.0;-70.66
3.6;1;19;Thick horizontal strips [1100];5500000000.0;-72.65
3.6;1;20;Thick horizontal strips [0011];5500000000.0;-71.53
5.4;1;1;All elements turn off;5500000000.0;-69.18
5.4;1;2;All elements turn on;5500000000.0;-68.97
5.4;1;8;Lower half on;5500000000.0;-68.77
5.4;1;17;Thicker vertical strips [11110000];5500000000.0;-68.28
5.4;1;19;Thick horizontal strips [1100];5500000000.0;-69.11
5.4;1;20;Thick horizontal strips [0011];5500000000.0;-68.96
7.2;1;1;All elements turn off;5500000000.0;-64.45
7.2;1;2;All elements turn on;5500000000.0;-63.53
7.2;1;8;Lower half on;5500000000.0;-63.64
7.2;1;17;Thicker vertical strips [11110000];5500000000.0;-63.08
7.2;1;19;Thick horizontal strips [1100];5500000000.0;-64.14
7.2;1;20;Thick horizontal strips [0011];5500000000.0;-63.81
9.0;1;1;All elements turn off;5500000000.0;-69.49
9.0;1;2;All elements turn on;5500000000.0;-67.92
9.0;1;8;Lower half on;5500000000.0;-68.38
9.0;1;17;Thicker vertical strips [11110000];5500000000.0;-67.45
9.0;1;19;Thick horizontal strips [1100];5500000000.0;-69.00
9.0;1;20;Thick horizontal strips [0011];5500000000.0;-68.55
10.8;1;1;All elements turn off;5500000000.0;-68.92
10.8;1;2;All elements turn on;5500000000.0;-67.35
10.8;1;8;Lower half on;5500000000.0;-68.25
10.8;1;17;Thicker vertical strips [11110000];5500000000.0;-66.87
10.8;1;19;Thick horizontal strips [1100];5500000000.0;-68.60
10.8;1;20;Thick horizontal strips [0011];5500000000.0;-67.82
12.6;1;1;All elements turn off;5500000000.0;-69.94
12.6;1;2;All elements turn on;5500000000.0;-70.60
12.6;1;8;Lower half on;5500000000.0;-71.29
12.6;1;17;Thicker vertical strips [11110000];5500000000.0;-70.83
12.6;1;19;Thick horizontal strips [1100];5500000000.0;-70.39
12.6;1;20;Thick horizontal strips [0011];5500000000.0;-70.43
14.4;1;1;All elements turn off;5500000000.0;-72.14
14.4;1;2;All elements turn on;5500000000.0;-72.18
14.4;1;8;Lower half on;5500000000.0;-71.21
14.4;1;17;Thicker vertical strips [11110000];5500000000.0;-71.37
14.4;1;19;Thick horizontal strips [1100];5500000000.0;-71.97
14.4;1;20;Thick horizontal strips [0011];5500000000.0;-72.58
16.2;1;1;All elements turn off;5500000000.0;-73.23
16.2;1;2;All elements turn on;5500000000.0;-72.64
16.2;1;8;Lower half on;5500000000.0;-71.78
16.2;1;17;Thicker vertical strips [11110000];5500000000.0;-70.63
16.2;1;19;Thick horizontal strips [1100];5500000000.0;-73.23
16.2;1;20;Thick horizontal strips [0011];5500000000.0;-72.71
18.0;1;1;All elements turn off;5500000000.0;-70.07
18.0;1;2;All elements turn on;5500000000.0;-68.49
18.0;1;8;Lower half on;5500000000.0;-68.64
18.0;1;17;Thicker vertical strips [11110000];5500000000.0;-68.40
18.0;1;19;Thick horizontal strips [1100];5500000000.0;-69.59
18.0;1;20;Thick horizontal strips [0011];5500000000.0;-69.09
19.8;1;1;All elements turn off;5500000000.0;-64.35
19.8;1;2;All elements turn on;5500000000.0;-63.21
19.8;1;8;Lower half on;5500000000.0;-63.30
19.8;1;17;Thicker vertical strips [11110000];5500000000.0;-62.75
19.8;1;19;Thick horizontal strips [1100];5500000000.0;-64.09
19.8;1;20;Thick horizontal strips [0011];5500000000.0;-63.59
21.6;1;1;All elements turn off;5500000000.0;-72.82
21.6;1;2;All elements turn on;5500000000.0;-71.21
21.6;1;8;Lower half on;5500000000.0;-71.81
21.6;1;17;Thicker vertical strips [11110000];5500000000.0;-71.31
21.6;1;19;Thick horizontal strips [1100];5500000000.0;-72.59
21.6;1;20;Thick horizontal strips [0011];5500000000.0;-71.53
23.4;1;1;All elements turn off;5500000000.0;-72.20
23.4;1;2;All elements turn on;5500000000.0;-69.88
23.4;1;8;Lower half on;5500000000.0;-71.06
23.4;1;17;Thicker vertical strips [11110000];5500000000.0;-69.12
23.4;1;19;Thick horizontal strips [1100];5500000000.0;-71.19
23.4;1;20;Thick horizontal strips [0011];5500000000.0;-70.97
25.2;1;1;All elements turn off;5500000000.0;-72.07
25.2;1;2;All elements turn on;5500000000.0;-70.94
25.2;1;8;Lower half on;5500000000.0;-71.92
25.2;1;17;Thicker vertical strips [11110000];5500000000.0;-72.22
25.2;1;19;Thick horizontal strips [1100];5500000000.0;-71.86
25.2;1;20;Thick horizontal strips [0011];5500000000.0;-71.20
27.0;1;1;All elements turn off;5500000000.0;-79.62
27.0;1;2;All elements turn on;5500000000.0;-72.67
27.0;1;8;Lower half on;5500000000.0;-73.35
27.0;1;17;Thicker vertical strips [11110000];5500000000.0;-74.64
27.0;1;19;Thick horizontal strips [1100];5500000000.0;-75.45
27.0;1;20;Thick horizontal strips [0011];5500000000.0;-74.75
28.8;1;1;All elements turn off;5500000000.0;-66.83
28.8;1;2;All elements turn on;5500000000.0;-65.32
28.8;1;8;Lower half on;5500000000.0;-65.65
28.8;1;17;Thicker vertical strips [11110000];5500000000.0;-65.93
28.8;1;19;Thick horizontal strips [1100];5500000000.0;-66.02
28.8;1;20;Thick horizontal strips [0011];5500000000.0;-65.90
30.6;1;1;All elements turn off;5500000000.0;-69.77
30.6;1;2;All elements turn on;5500000000.0;-71.00
30.6;1;8;Lower half on;5500000000.0;-71.70
30.6;1;17;Thicker vertical strips [11110000];5500000000.0;-69.25
30.6;1;19;Thick horizontal strips [1100];5500000000.0;-69.90
30.6;1;20;Thick horizontal strips [0011];5500000000.0;-70.57
32.4;1;1;All elements turn off;5500000000.0;-73.72
32.4;1;2;All elements turn on;5500000000.0;-71.91
32.4;1;8;Lower half on;5500000000.0;-71.26
32.4;1;17;Thicker vertical strips [11110000];5500000000.0;-74.09
32.4;1;19;Thick horizontal strips [1100];5500000000.0;-73.56
32.4;1;20;Thick horizontal strips [0011];5500000000.0;-72.13
34.2;1;1;All elements turn off;5500000000.0;-70.42
34.2;1;2;All elements turn on;5500000000.0;-69.92
34.2;1;8;Lower half on;5500000000.0;-69.13
34.2;1;17;Thicker vertical strips [11110000];5500000000.0;-69.67
34.2;1;19;Thick horizontal strips [1100];5500000000.0;-70.56
34.2;1;20;Thick horizontal strips [0011];5500000000.0;-69.59
36.0;1;1;All elements turn off;5500000000.0;-78.87
36.0;1;2;All elements turn on;5500000000.0;-88.46
36.0;1;8;Lower half on;5500000000.0;-83.76
36.0;1;17;Thicker vertical strips [11110000];5500000000.0;-91.62
36.0;1;19;Thick horizontal strips [1100];5500000000.0;-80.01
36.0;1;20;Thick horizontal strips [0011];5500000000.0;-81.14
37.8;1;1;All elements turn off;5500000000.0;-75.56
37.8;1;2;All elements turn on;5500000000.0;-72.29
37.8;1;8;Lower half on;5500000000.0;-72.44
37.8;1;17;Thicker vertical strips [11110000];5500000000.0;-71.30
37.8;1;19;Thick horizontal strips [1100];5500000000.0;-73.84
37.8;1;20;Thick horizontal strips [0011];5500000000.0;-73.78
39.6;1;1;All elements turn off;5500000000.0;-70.17
39.6;1;2;All elements turn on;5500000000.0;-77.88
39.6;1;8;Lower half on;5500000000.0;-74.47
39.6;1;17;Thicker vertical strips [11110000];5500000000.0;-72.11
39.6;1;19;Thick horizontal strips [1100];5500000000.0;-73.33
39.6;1;20;Thick horizontal strips [0011];5500000000.0;-73.69
41.4;1;1;All elements turn off;5500000000.0;-79.74
41.4;1;2;All elements turn on;5500000000.0;-75.31
41.4;1;8;Lower half on;5500000000.0;-78.70
41.4;1;17;Thicker vertical strips [11110000];5500000000.0;-79.96
41.4;1;19;Thick horizontal strips [1100];5500000000.0;-86.14
41.4;1;20;Thick horizontal strips [0011];5500000000.0;-79.55
43.2;1;1;All elements turn off;5500000000.0;-72.48
43.2;1;2;All elements turn on;5500000000.0;-69.37
43.2;1;8;Lower half on;5500000000.0;-70.05
43.2;1;17;Thicker vertical strips [11110000];5500000000.0;-68.15
43.2;1;19;Thick horizontal strips [1100];5500000000.0;-71.24
