1;5500000000.0;-95.68
2;5500000000.0;-95.91
3;5500000000.0;-96.18
4;5500000000.0;-96.22
5;5500000000.0;-95.97
6;5500000000.0;-95.99
7;5500000000.0;-96.14
8;5500000000.0;-96.02
9;5500000000.0;-95.94
10;5500000000.0;-95.89
11;5500000000.0;-95.91
12;5500000000.0;-95.63
13;5500000000.0;-95.93
14;5500000000.0;-95.68
15;5500000000.0;-95.72
16;5500000000.0;-95.86
17;5500000000.0;-95.98
18;5500000000.0;-95.89
19;5500000000.0;-95.71
20;5500000000.0;-95.55
21;5500000000.0;-95.89
22;5500000000.0;-95.78
23;5500000000.0;-95.79
24;5500000000.0;-95.87
25;5500000000.0;-95.86
26;5500000000.0;-95.82
27;5500000000.0;-96.06
