id,timestamp,frequency_hz,rssi_dbm,source_file
17,2025-04-22 12:42:15.498610,5500000000.0,-60.63,12
18,2025-04-22 12:42:19.843215,5500000000.0,-60.1,12
19,2025-04-22 12:42:24.200079,5500000000.0,-64.16,12
20,2025-04-22 12:42:28.539391,5500000000.0,-57.44,12
21,2025-04-22 12:42:32.868365,5500000000.0,-56.66,12
22,2025-04-22 12:42:37.192655,5500000000.0,-67.4,12
23,2025-04-22 12:42:41.511448,5500000000.0,-53.1,12
24,2025-04-22 12:42:45.914528,5500000000.0,-56.83,12
25,2025-04-22 12:42:50.305313,5500000000.0,-55.16,12
26,2025-04-22 12:42:54.665579,5500000000.0,-59.26,12
27,2025-04-22 12:42:59.020352,5500000000.0,-56.47,12
1,2025-04-22 12:43:41.327665,5500000000.0,-56.49,13
2,2025-04-22 12:43:45.719734,5500000000.0,-53.67,13
3,2025-04-22 12:43:50.023956,5500000000.0,-56.5,13
4,2025-04-22 12:43:54.396073,5500000000.0,-56.31,13
5,2025-04-22 12:43:58.783735,5500000000.0,-51.12,13
6,2025-04-22 12:44:03.101392,5500000000.0,-50.5,13
7,2025-04-22 12:44:07.532428,5500000000.0,-61.22,13
8,2025-04-22 12:44:11.812040,5500000000.0,-58.25,13
9,2025-04-22 12:44:16.196055,5500000000.0,-56.28,13
10,2025-04-22 12:44:20.471127,5500000000.0,-54.99,13
11,2025-04-22 12:44:24.975955,5500000000.0,-57.49,13
12,2025-04-22 12:44:29.437604,5500000000.0,-56.01,13
13,2025-04-22 12:44:33.743938,5500000000.0,-55.46,13
14,2025-04-22 12:44:38.153050,5500000000.0,-55.44,13
15,2025-04-22 12:44:42.427640,5500000000.0,-68.21,13
16,2025-04-22 12:44:46.818534,5500000000.0,-62.17,13
17,2025-04-22 12:44:51.182789,5500000000.0,-60.03,13
18,2025-04-22 12:44:55.462367,5500000000.0,-58.79,13
19,2025-04-22 12:44:59.818714,5500000000.0,-73.25,13
20,2025-04-22 12:45:04.175171,5500000000.0,-60.52,13
21,2025-04-22 12:45:08.548558,5500000000.0,-60.26,13
22,2025-04-22 12:45:12.882865,5500000000.0,-68.68,13
23,2025-04-22 12:45:17.162626,5500000000.0,-55.71,13
24,2025-04-22 12:45:21.502386,5500000000.0,-60.46,13
25,2025-04-22 12:45:25.839636,5500000000.0,-58.23,13
26,2025-04-22 12:45:30.154779,5500000000.0,-61.9,13
27,2025-04-22 12:45:34.429325,5500000000.0,-59.1,13
1,2025-04-22 12:46:14.554091,5500000000.0,-61.34,14
2,2025-04-22 12:46:18.849245,5500000000.0,-60.37,14
3,2025-04-22 12:46:23.302488,5500000000.0,-61.3,14
4,2025-04-22 12:46:27.715031,5500000000.0,-61.87,14
5,2025-04-22 12:46:32.055121,5500000000.0,-53.5,14
6,2025-04-22 12:46:36.425144,5500000000.0,-52.97,14
7,2025-04-22 12:46:40.803269,5500000000.0,-62.48,14
8,2025-04-22 12:46:45.122226,5500000000.0,-72.23,14
9,2025-04-22 12:46:49.459109,5500000000.0,-70.29,14
10,2025-04-22 12:46:53.888315,5500000000.0,-68.93,14
11,2025-04-22 12:46:58.277870,5500000000.0,-72.89,14
12,2025-04-22 12:47:02.569999,5500000000.0,-70.58,14
13,2025-04-22 12:47:06.916298,5500000000.0,-66.92,14
14,2025-04-22 12:47:11.235273,5500000000.0,-66.99,14
15,2025-04-22 12:47:15.621222,5500000000.0,-68.46,14
16,2025-04-22 12:47:20.011389,5500000000.0,-76.74,14
17,2025-04-22 12:47:24.357823,5500000000.0,-67.92,14
18,2025-04-22 12:47:28.697122,5500000000.0,-67.71,14
19,2025-04-22 12:47:33.074217,5500000000.0,-67.4,14
20,2025-04-22 12:47:37.409357,5500000000.0,-79.67,14
21,2025-04-22 12:47:41.869136,5500000000.0,-68.47,14
22,2025-04-22 12:47:46.369439,5500000000.0,-69.34,14
23,2025-04-22 12:47:50.703158,5500000000.0,-66.24,14
24,2025-04-22 12:47:55.041679,5500000000.0,-67.42,14
25,2025-04-22 12:47:59.376075,5500000000.0,-64.76,14
26,2025-04-22 12:48:03.722525,5500000000.0,-74.81,14
27,2025-04-22 12:48:08.077086,5500000000.0,-69.98,14
1,2025-04-22 12:48:56.712237,5500000000.0,-60.68,15
2,2025-04-22 12:49:00.963708,5500000000.0,-61.85,15
3,2025-04-22 12:49:05.350037,5500000000.0,-60.64,15
4,2025-04-22 12:49:09.760145,5500000000.0,-60.07,15
5,2025-04-22 12:49:14.048444,5500000000.0,-61.5,15
6,2025-04-22 12:49:18.375184,5500000000.0,-59.16,15
7,2025-04-22 12:49:22.756926,5500000000.0,-65.82,15
8,2025-04-22 12:49:27.180119,5500000000.0,-66.02,15
9,2025-04-22 12:49:31.537126,5500000000.0,-65.88,15
10,2025-04-22 12:49:35.839091,5500000000.0,-60.06,15
11,2025-04-22 12:49:40.409822,5500000000.0,-64.18,15
12,2025-04-22 12:49:44.672699,5500000000.0,-63.01,15
13,2025-04-22 12:49:48.982008,5500000000.0,-63.29,15
14,2025-04-22 12:49:53.293470,5500000000.0,-63.31,15
15,2025-04-22 12:49:57.742167,5500000000.0,-67.21,15
16,2025-04-22 12:50:02.093264,5500000000.0,-62.15,15
17,2025-04-22 12:50:06.468995,5500000000.0,-52.51,15
18,2025-04-22 12:50:10.872135,5500000000.0,-52.33,15
19,2025-04-22 12:50:15.196183,5500000000.0,-75.44,15
20,2025-04-22 12:50:19.527454,5500000000.0,-68.6,15
21,2025-04-22 12:50:23.899575,5500000000.0,-65.35,15
22,2025-04-22 12:50:28.195125,5500000000.0,-82.82,15
23,2025-04-22 12:50:32.495139,5500000000.0,-64.12,15
24,2025-04-22 12:50:36.807939,5500000000.0,-57.6,15
25,2025-04-22 12:50:41.105088,5500000000.0,-56.47,15
26,2025-04-22 12:50:45.386274,5500000000.0,-62.7,15
27,2025-04-22 12:50:49.667306,5500000000.0,-58.44,15
1,2025-04-22 12:51:35.875636,5500000000.0,-67.67,16
2,2025-04-22 12:51:40.253725,5500000000.0,-65.7,16
3,2025-04-22 12:51:44.581631,5500000000.0,-67.3,16
4,2025-04-22 12:51:48.947655,5500000000.0,-67.02,16
5,2025-04-22 12:51:53.244589,5500000000.0,-69.75,16
6,2025-04-22 12:51:57.533633,5500000000.0,-59.78,16
7,2025-04-22 12:52:01.866731,5500000000.0,-65.92,16
8,2025-04-22 12:52:06.259110,5500000000.0,-68.36,16
9,2025-04-22 12:52:10.617061,5500000000.0,-69.54,16
10,2025-04-22 12:52:14.941842,5500000000.0,-67.89,16
11,2025-04-22 12:52:19.331344,5500000000.0,-69.07,16
12,2025-04-22 12:52:23.672802,5500000000.0,-68.66,16
13,2025-04-22 12:52:27.971528,5500000000.0,-70.37,16
14,2025-04-22 12:52:32.769472,5500000000.0,-70.83,16
15,2025-04-22 12:52:37.072795,5500000000.0,-66.62,16
16,2025-04-22 12:52:41.389415,5500000000.0,-65.52,16
17,2025-04-22 12:52:45.875722,5500000000.0,-51.1,16
18,2025-04-22 12:52:50.186163,5500000000.0,-51.46,16
19,2025-04-22 12:52:54.499919,5500000000.0,-67.94,16
20,2025-04-22 12:52:58.934385,5500000000.0,-66.08,16
21,2025-04-22 12:53:04.078782,5500000000.0,-65.01,16
22,2025-04-22 12:53:08.482139,5500000000.0,-69.38,16
23,2025-04-22 12:53:12.764968,5500000000.0,-72.4,16
24,2025-04-22 12:53:17.060944,5500000000.0,-60.81,16
25,2025-04-22 12:53:21.366553,5500000000.0,-58.11,16
26,2025-04-22 12:53:25.684675,5500000000.0,-55.95,16
27,2025-04-22 12:53:30.012313,5500000000.0,-59.16,16
1,2025-04-22 12:54:18.411699,5500000000.0,-62.73,17
