1;1;5500000000.0;-65.01
2;1;5500000000.0;-66.32
3;1;5500000000.0;-65.11
4;1;5500000000.0;-65.07
5;1;5500000000.0;-65.87
6;1;5500000000.0;-65.68
7;1;5500000000.0;-65.58
8;1;5500000000.0;-65.96
9;1;5500000000.0;-66.62
10;1;5500000000.0;-66.62
11;1;5500000000.0;-66.88
12;1;5500000000.0;-65.09
13;1;5500000000.0;-66.87
14;1;5500000000.0;-66.85
15;1;5500000000.0;-66.26
16;1;5500000000.0;-66.21
17;1;5500000000.0;-65.86
18;1;5500000000.0;-65.87
19;1;5500000000.0;-62.68
20;1;5500000000.0;-69.88
21;1;5500000000.0;-66.10
22;1;5500000000.0;-64.87
23;1;5500000000.0;-66.00
24;1;5500000000.0;-66.72
25;1;5500000000.0;-66.85
26;1;5500000000.0;-66.81
27;1;5500000000.0;-66.22
1;2;5500000000.0;-62.59
2;2;5500000000.0;-62.81
3;2;5500000000.0;-62.53
4;2;5500000000.0;-62.62
5;2;5500000000.0;-62.35
6;2;5500000000.0;-63.04
7;2;5500000000.0;-63.00
8;2;5500000000.0;-62.01
9;2;5500000000.0;-62.19
10;2;5500000000.0;-62.22
11;2;5500000000.0;-61.95
12;2;5500000000.0;-61.89
13;2;5500000000.0;-62.39
14;2;5500000000.0;-62.39
15;2;5500000000.0;-62.87
16;2;5500000000.0;-62.89
17;2;5500000000.0;-62.63
18;2;5500000000.0;-62.64
19;2;5500000000.0;-58.86
20;2;5500000000.0;-66.42
21;2;5500000000.0;-62.43
22;2;5500000000.0;-63.86
23;2;5500000000.0;-62.80
24;2;5500000000.0;-62.74
25;2;5500000000.0;-62.57
26;2;5500000000.0;-61.87
27;2;5500000000.0;-62.56
1;3;5500000000.0;-56.90
2;3;5500000000.0;-60.35
3;3;5500000000.0;-56.94
4;3;5500000000.0;-56.93
5;3;5500000000.0;-58.86
6;3;5500000000.0;-58.43
7;3;5500000000.0;-53.34
8;3;5500000000.0;-60.27
9;3;5500000000.0;-59.14
10;3;5500000000.0;-59.27
11;3;5500000000.0;-58.07
12;3;5500000000.0;-57.33
13;3;5500000000.0;-59.86
14;3;5500000000.0;-59.92
15;3;5500000000.0;-58.78
16;3;5500000000.0;-58.83
17;3;5500000000.0;-58.66
18;3;5500000000.0;-58.74
19;3;5500000000.0;-59.75
20;3;5500000000.0;-57.16
21;3;5500000000.0;-58.66
22;3;5500000000.0;-58.64
23;3;5500000000.0;-57.72
24;3;5500000000.0;-59.53
25;3;5500000000.0;-59.30
26;3;5500000000.0;-59.84
27;3;5500000000.0;-59.37
1;4;5500000000.0;-55.86
2;4;5500000000.0;-57.50
3;4;5500000000.0;-55.84
4;4;5500000000.0;-55.90
5;4;5500000000.0;-55.60
6;4;5500000000.0;-59.60
7;4;5500000000.0;-54.19
8;4;5500000000.0;-61.55
9;4;5500000000.0;-55.13
10;4;5500000000.0;-55.41
11;4;5500000000.0;-55.03
12;4;5500000000.0;-56.19
13;4;5500000000.0;-55.50
14;4;5500000000.0;-55.48
15;4;5500000000.0;-56.90
16;4;5500000000.0;-58.04
17;4;5500000000.0;-56.25
18;4;5500000000.0;-58.08
19;4;5500000000.0;-56.27
20;4;5500000000.0;-60.40
21;4;5500000000.0;-56.46
22;4;5500000000.0;-56.90
23;4;5500000000.0;-55.49
24;4;5500000000.0;-56.46
25;4;5500000000.0;-56.83
26;4;5500000000.0;-55.83
27;4;5500000000.0;-56.88
1;5;5500000000.0;-58.66
2;5;5500000000.0;-49.68
3;5;5500000000.0;-58.84
4;5;5500000000.0;-58.70
5;5;5500000000.0;-56.45
6;5;5500000000.0;-55.95
7;5;5500000000.0;-53.50
8;5;5500000000.0;-53.59
9;5;5500000000.0;-53.77
10;5;5500000000.0;-53.63
11;5;5500000000.0;-59.18
12;5;5500000000.0;-55.79
13;5;5500000000.0;-52.55
14;5;5500000000.0;-52.58
15;5;5500000000.0;-58.18
16;5;5500000000.0;-57.29
17;5;5500000000.0;-57.70
18;5;5500000000.0;-56.81
19;5;5500000000.0;-56.39
20;5;5500000000.0;-59.85
21;5;5500000000.0;-56.35
22;5;5500000000.0;-59.60
23;5;5500000000.0;-56.07
24;5;5500000000.0;-54.79
25;5;5500000000.0;-55.02
26;5;5500000000.0;-55.72
27;5;5500000000.0;-54.50
1;6;5500000000.0;-55.88
2;6;5500000000.0;-56.18
3;6;5500000000.0;-55.94
4;6;5500000000.0;-55.92
5;6;5500000000.0;-56.70
6;6;5500000000.0;-55.74
7;6;5500000000.0;-56.64
8;6;5500000000.0;-56.02
9;6;5500000000.0;-57.15
10;6;5500000000.0;-57.20
11;6;5500000000.0;-56.37
12;6;5500000000.0;-57.29
13;6;5500000000.0;-57.13
14;6;5500000000.0;-56.99
15;6;5500000000.0;-56.40
16;6;5500000000.0;-56.27
17;6;5500000000.0;-56.63
18;6;5500000000.0;-56.25
19;6;5500000000.0;-54.52
20;6;5500000000.0;-57.94
21;6;5500000000.0;-56.82
22;6;5500000000.0;-56.44
23;6;5500000000.0;-56.75
24;6;5500000000.0;-56.65
25;6;5500000000.0;-56.79
26;6;5500000000.0;-56.74
27;6;5500000000.0;-56.57
1;7;5500000000.0;-66.23
2;7;5500000000.0;-66.59
3;7;5500000000.0;-66.57
4;7;5500000000.0;-66.14
5;7;5500000000.0;-66.37
6;7;5500000000.0;-66.39
7;7;5500000000.0;-64.89
8;7;5500000000.0;-64.24
9;7;5500000000.0;-66.30
10;7;5500000000.0;-66.23
11;7;5500000000.0;-64.00
12;7;5500000000.0;-65.02
13;7;5500000000.0;-66.74
14;7;5500000000.0;-66.70
15;7;5500000000.0;-67.65
16;7;5500000000.0;-67.26
17;7;5500000000.0;-66.36
18;7;5500000000.0;-66.11
19;7;5500000000.0;-59.24
20;7;5500000000.0;-55.82
21;7;5500000000.0;-66.18
22;7;5500000000.0;-68.83
23;7;5500000000.0;-66.02
24;7;5500000000.0;-64.27
25;7;5500000000.0;-67.12
26;7;5500000000.0;-65.61
27;7;5500000000.0;-66.78
