0.0;-27.0;-1;5500000000.0;-68.72
0.0;-18.0;-1;5500000000.0;-65.48
0.0;-9.0;-1;5500000000.0;-66.92
0.0;0.0;-1;5500000000.0;-63.87
0.0;9.0;-1;5500000000.0;-66.45
0.0;18.0;-1;5500000000.0;-70.23
0.0;27.0;-1;5500000000.0;-71.50
1.8;-27.0;-1;5500000000.0;-72.50
1.8;-18.0;-1;5500000000.0;-67.01
1.8;-9.0;-1;5500000000.0;-73.76
1.8;0.0;-1;5500000000.0;-69.84
1.8;9.0;-1;5500000000.0;-71.41
1.8;18.0;-1;5500000000.0;-68.87
1.8;27.0;-1;5500000000.0;-74.15
3.6;-27.0;-1;5500000000.0;-71.08
3.6;-18.0;-1;5500000000.0;-66.16
3.6;-9.0;-1;5500000000.0;-72.31
3.6;0.0;-1;5500000000.0;-71.23
3.6;9.0;-1;5500000000.0;-68.21
3.6;18.0;-1;5500000000.0;-65.65
3.6;27.0;-1;5500000000.0;-69.41
5.4;-27.0;-1;5500000000.0;-71.03
5.4;-18.0;-1;5500000000.0;-65.71
5.4;-9.0;-1;5500000000.0;-70.42
5.4;0.0;-1;5500000000.0;-66.69
5.4;9.0;-1;5500000000.0;-68.40
5.4;18.0;-1;5500000000.0;-66.21
5.4;27.0;-1;5500000000.0;-69.65
7.2;-27.0;-1;5500000000.0;-72.41
7.2;-18.0;-1;5500000000.0;-66.58
7.2;-9.0;-1;5500000000.0;-68.12
7.2;0.0;-1;5500000000.0;-63.97
7.2;9.0;-1;5500000000.0;-65.04
7.2;18.0;-1;5500000000.0;-66.65
7.2;27.0;-1;5500000000.0;-69.80
9.0;-27.0;-1;5500000000.0;-70.96
9.0;-18.0;-1;5500000000.0;-67.67
9.0;-9.0;-1;5500000000.0;-66.15
9.0;0.0;-1;5500000000.0;-63.12
9.0;9.0;-1;5500000000.0;-62.98
9.0;18.0;-1;5500000000.0;-66.37
9.0;27.0;-1;5500000000.0;-66.06
10.8;-27.0;-1;5500000000.0;-70.81
10.8;-18.0;-1;5500000000.0;-70.64
10.8;-9.0;-1;5500000000.0;-68.91
10.8;0.0;-1;5500000000.0;-65.32
10.8;9.0;-1;5500000000.0;-64.84
10.8;18.0;-1;5500000000.0;-69.75
10.8;27.0;-1;5500000000.0;-65.55
12.6;-27.0;-1;5500000000.0;-75.30
12.6;-18.0;-1;5500000000.0;-85.48
12.6;-9.0;-1;5500000000.0;-74.90
12.6;0.0;-1;5500000000.0;-74.27
12.6;9.0;-1;5500000000.0;-67.86
12.6;18.0;-1;5500000000.0;-74.29
12.6;27.0;-1;5500000000.0;-67.70
14.4;-27.0;-1;5500000000.0;-88.98
14.4;-18.0;-1;5500000000.0;-72.13
14.4;-9.0;-1;5500000000.0;-67.96
14.4;0.0;-1;5500000000.0;-67.69
14.4;9.0;-1;5500000000.0;-62.93
14.4;18.0;-1;5500000000.0;-65.89
14.4;27.0;-1;5500000000.0;-67.79
16.2;-27.0;-1;5500000000.0;-75.73
16.2;-18.0;-1;5500000000.0;-67.62
16.2;-9.0;-1;5500000000.0;-64.14
16.2;0.0;-1;5500000000.0;-62.68
16.2;9.0;-1;5500000000.0;-59.92
16.2;18.0;-1;5500000000.0;-62.31
16.2;27.0;-1;5500000000.0;-65.76
18.0;-27.0;-1;5500000000.0;-71.66
18.0;-18.0;-1;5500000000.0;-68.88
18.0;-9.0;-1;5500000000.0;-65.63
18.0;0.0;-1;5500000000.0;-64.11
18.0;9.0;-1;5500000000.0;-60.95
18.0;18.0;-1;5500000000.0;-62.37
18.0;27.0;-1;5500000000.0;-66.06
19.8;-27.0;-1;5500000000.0;-70.15
19.8;-18.0;-1;5500000000.0;-73.54
19.8;-9.0;-1;5500000000.0;-75.72
19.8;0.0;-1;5500000000.0;-72.12
19.8;9.0;-1;5500000000.0;-65.90
19.8;18.0;-1;5500000000.0;-63.95
19.8;27.0;-1;5500000000.0;-67.14
21.6;-27.0;-1;5500000000.0;-71.45
21.6;-18.0;-1;5500000000.0;-82.46
21.6;-9.0;-1;5500000000.0;-71.74
21.6;0.0;-1;5500000000.0;-70.96
21.6;9.0;-1;5500000000.0;-67.88
21.6;18.0;-1;5500000000.0;-64.37
21.6;27.0;-1;5500000000.0;-66.43
23.400000000000002;-27.0;-1;5500000000.0;-74.10
23.400000000000002;-18.0;-1;5500000000.0;-75.37
23.400000000000002;-9.0;-1;5500000000.0;-65.54
