1;5500000000.0;-65.63
2;5500000000.0;-65.51
3;5500000000.0;-65.37
4;5500000000.0;-65.40
5;5500000000.0;-65.69
6;5500000000.0;-65.48
7;5500000000.0;-65.87
8;5500000000.0;-65.87
9;5500000000.0;-65.60
10;5500000000.0;-65.29
11;5500000000.0;-65.44
12;5500000000.0;-65.57
13;5500000000.0;-65.64
14;5500000000.0;-65.38
15;5500000000.0;-65.85
16;5500000000.0;-65.70
17;5500000000.0;-65.57
18;5500000000.0;-65.73
19;5500000000.0;-65.46
20;5500000000.0;-65.14
21;5500000000.0;-65.62
22;5500000000.0;-65.46
23;5500000000.0;-65.62
24;5500000000.0;-65.51
25;5500000000.0;-65.57
26;5500000000.0;-65.37
27;5500000000.0;-65.81
