pattern;avg_power
1;-62.708000000000006
2;-57.970000000000006
3;-63.884
4;-64.10600000000001
5;-64.612
6;-67.88199999999999
7;-68.00399999999999
8;-64.03
9;-64.35
10;-63.366
11;-66.032
12;-68.886
13;-63.988
14;-64.426
15;-70.75399999999999
16;-72.81800000000001
17;-68.556
18;-72.466
19;-67.02799999999999
20;-63.73
21;-67.84
22;-74.788
23;-67.566
24;-66.376
25;-66.134
26;-65.59200000000001
27;-65.328
