pattern;avg_power
1;-77.98285714285714
2;-77.08
3;-78.39142857142858
4;-79.01285714285714
5;-73.07142857142857
6;-70.0
7;-81.1
8;-78.99571428571429
9;-77.36285714285714
10;-76.91428571428571
11;-76.95142857142858
12;-76.31142857142858
13;-76.40714285714286
14;-76.22428571428573
15;-76.7
16;-80.2
17;-74.45428571428572
18;-79.63
19;-78.42428571428572
20;-78.99428571428572
21;-77.70285714285714
22;-76.59285714285714
23;-79.01
24;-78.67714285714285
25;-77.52
26;-77.69285714285715
27;-78.37
