pattern;avg_power
1;-78.612
2;-78.67999999999999
3;-80.248
4;-79.01599999999999
5;-79.958
6;-80.224
7;-78.84200000000001
8;-79.762
9;-79.154
10;-81.202
11;-80.856
12;-79.95599999999999
13;-79.624
14;-79.554
15;-79.654
16;-80.158
17;-78.49
18;-78.51599999999999
19;-78.52799999999999
20;-79.09200000000001
21;-78.172
22;-79.09
23;-82.368
24;-79.41999999999999
25;-77.036
26;-76.202
27;-78.01
