pattern;avg_power
1;-64.416
2;-61.672000000000004
3;-67.286
4;-64.566
5;-64.918
6;-66.822
7;-64.34200000000001
8;-62.39
9;-64.25
10;-64.062
11;-61.720000000000006
12;-62.492000000000004
13;-64.60600000000001
14;-65.296
15;-64.002
16;-63.436
17;-55.574
18;-56.001999999999995
19;-67.388
20;-64.98400000000001
21;-66.284
22;-67.866
23;-69.374
24;-62.7
25;-61.504
26;-58.544000000000004
27;-62.532000000000004
