pattern;avg_power
1;-54.257999999999996
2;-53.04600000000001
3;-55.88199999999999
4;-56.327999999999996
5;-64.042
6;-57.662
7;-64.678
8;-59.474000000000004
9;-54.656000000000006
10;-55.416
11;-58.541999999999994
12;-56.65
13;-53.760000000000005
14;-54.694
15;-64.664
16;-63.076
17;-62.538
18;-57.989999999999995
19;-65.47
20;-61.004
21;-58.666
22;-59.71
23;-56.763999999999996
24;-56.402
25;-56.214
26;-59.053999999999995
27;-56.80800000000001
