pattern;avg_power
1;-77.066
2;-74.432
3;-73.672
4;-75.22999999999999
5;-75.158
6;-75.64200000000001
7;-73.114
8;-76.024
9;-74.95
10;-77.394
11;-75.212
12;-76.032
13;-77.846
14;-74.872
15;-75.24600000000001
16;-76.74600000000001
17;-73.306
18;-74.446
19;-77.146
20;-76.524
21;-75.166
22;-76.442
23;-75.634
24;-76.316
25;-75.31
26;-75.184
27;-74.034
