Azimuth Angle (deg),Elevation Angle (deg),Received Power (Pr)
154.8,27,-2.3369140732688235e-08
156.6,27,-2.3369140732688235e-08
158.4,27,-2.3369140732688235e-08
160.20000000000002,27,-2.3369140732688235e-08
162.0,27,-2.3369140732688235e-08
163.8,27,-2.3369140732688235e-08
165.6,27,-2.3369140732688235e-08
167.4,27,-2.3369140732688235e-08
169.20000000000002,27,-2.3369140732688235e-08
171.0,27,-2.3369140732688235e-08
172.8,27,-2.3369140732688235e-08
174.6,27,-2.3369140732688235e-08
176.4,27,-2.3369140732688235e-08
178.20000000000002,27,-2.3369140732688235e-08
180.0,27,-2.3369140732688235e-08
